Name,Link 1,Link 1.1,Country,Year,Director,Subtitles,Runtime,Genres,Imdb id,Vote avg,Overview,Spoken languages,Vote count,Release date,Tagline,Collection,Title,Original title
The Ballad of Narayama,Streaming link,,Japan,1 983,Shōhei Imamura,yes,1h 38m,Drama,IMDB,7.4,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?",Japanese,34,1958-06-01,,,The Ballad of Narayama,
The Makioka Sisters,Streaming link,,Japan,1 983,Kon Ichikawa,yes,2h 20m,Drama | Romance,IMDB,7.0,"This sensuously beautiful film chronicles the activities of four sisters who gather in Kyoto every year to view the cherry blossoms. It paints a vivid portrait of the pre-war lifestyle of the wealthy Makioka family from Osaka, and draws a parallel between their activities and the seasonal variations in Japan.",Japanese,27,1983-12-30,,,The Makioka Sisters,
Muddy River,Streaming link,,Japan,1 981,Kôhei Oguri,yes,1h 45m,Drama,IMDB,7.0,"Two boys, whose parents ply their trade by the mouth of a muddy river in Osaka, become close friends.",Japanese,16,1981-01-30,,,Muddy River,
A Distant Cry from Spring,Streaming link,,Japan,1 980,Yôji Yamada,yes,2h 3m,Drama,IMDB,7.3,"The quiet life of a mother and her young son living on a farm in Hokkaido is changed by the arrival of a man who ignites flames of romance in the heart of the mother and shows her boy the importance of grit and kindness, but then he leaves with the autumn wind...",Japanese,13,1980-03-15,"A man, a woman, and her son – three lives thrown together on a stormy night......",,A Distant Cry from Spring,
Kagemusha,Streaming link,,Japan,1 980,Akira Kurosawa,yes,3h 0m,Action | Drama | History | War,IMDB,7.9,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",Japanese,366,1980-04-26,,,Kagemusha,
Lupin the Third The Castle of Cagliostro,Streaming link,,Japan,1 979,Hayao Miyazaki,yes,,,,,,,,,,,,
House,Streaming link,,Japan,1 977,Nobuhiko Ōbayashi,yes,1h 33m,Drama | Horror | Thriller,IMDB,6.5,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",English,336,2020-01-27,"When ghosts follow, they never leave.",,His House,His House
The Yellow Handkerchief,Streaming link,Streaming link,Japan,1 977,Yôji Yamada,yes,1h 42m,Drama | Romance,IMDB,6.2,A road trip through Louisiana transforms three strangers who were originally brought together by their respective feelings of loneliness.,English,102,2009-11-19,A love lost in the past. A love struggling for a future.,,The Yellow Handkerchief,The Yellow Handkerchief
Dersu Uzala,Streaming link,,Japan,1 975,Akira Kurosawa,yes,2h 21m,Action | Adventure | Drama,IMDB,8.1,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",Russian,251,1975-08-02,Kurosawa's Academy Award Winning Masterpiece,,Dersu Uzala,Дерсу Узала
Home from the Sea,Streaming link,,Japan,1 973,Yôji Yamada,yes,1h 41m,Drama,IMDB,7.0,"On a beautiful island in Seto Inner Sea, Seichi and Minko make their living by transporting rocks to construction sites by boat. They cherish the deepest affection for this piece of land they call home, and the simple life they lead. But rapid industrial growth makes it all but impossible to continue their chosen living style, and they are forced to leave their beloved hometown in search of a brighter future. But their hometown lingers on their hearts, and they dream of a time when they may once again return.",Japanese,2,1972-10-27,,,Home from the Sea,
Demons,Streaming link,,Japan,1 971,Toshio Matsumoto,yes,,,,,,,,,,,,
Where Spring Comes Late,Streaming link,,Japan,1 970,Yôji Yamada,yes,1h 46m,Drama,IMDB,7.4,The story is set in 1970 during the time of the first EXPO in Japan. The film’s main figure is a miner who suddenly becomes unemployed because the mine he worked in was shut down. He decides to resettle with his whole family to Hokkaido in northern Japan and start a new life as a farmer.,Japanese,5,1970-10-24,,,Where Spring Comes Late,
Blind Beast,Streaming link,,Japan,1 969,Yasuzô Masumura,yes,1h 24m,Drama | Horror,IMDB,7.1,"A blind sculptor and his mother kidnap a young woman and use her as a model. In the darkness of an abandoned warehouse, she suffers at the hands of the artist, eventually losing both her sight and her mind as whips give way to knives and knives give way to meat cleavers.",Japanese,39,1969-01-25,,,Blind Beast,
Double Suicide,Streaming link,,Japan,1 969,Masahiro Shinoda,yes,1h 45m,Drama | Romance,IMDB,7.1,"Successful and married with children, paper-mill owner Jihei knows better than to contradict the strict social and moral codes of 18th-century Japan. But when he meets the lovely courtesan Koharu, he becomes a man obsessed. Koharu returns his love, even foregoing other customers while Jihei schemes to somehow buy her freedom. His efforts yield ruinous consequences for his business and his family life, and Koharu is meanwhile purchased by another client.",Japanese,30,1969-05-24,,,Double Suicide,
Eros Plus Massacre,Streaming link,,Japan,1 969,Yoshishige Yoshida,yes,,,,,,,,,,,,
Funeral Parade of Roses,Streaming link,,Japan,1 969,Toshio Matsumoto,yes,1h 45m,Drama,IMDB,7.3,An electrifying journey into the nether-regions of the late-’60s Tokyo underworld.,Japanese,83,1969-09-13,,,Funeral Parade of Roses,
Death By Hanging,Streaming link,,Japan,1 968,Nagisa Ōshima,yes,,,,,,,,,,,,
The Man Without a Map,Streaming link,,Japan,1 968,Hiroshi Teshigahara,yes,1h 58m,Mystery,IMDB,6.5,"A private detective is hired to find a missing man by his wife. While his search is unsuccessful, the detective's own life begins to resemble the man for whom he is searching.",Japanese,12,1968-06-01,,,The Man Without a Map,
Branded to Kill,Streaming link,,Japan,1 967,Seijun Suzuki,yes,1h 31m,Action | Crime,IMDB,7.3,"After botching his latest assignment, a third-ranked Japanese hit man becomes the target of another assassin.",Japanese,124,1967-06-15,,,Branded to Kill,
Silence Has No Wings,Streaming link,,Japan,1 966,Kazuo Kuroki,yes,1h 40m,Drama,IMDB,6.9,"Following the journey of a caterpillar along the Japanese islands from Nagasaki to Hokkaido, this allegorical and oblique first feature film by Kuroki depicts in exquisite images a series of encounters and life's turning points.",Japanese,10,1966-02-11,,,Silence Has No Wings,
The Face of Another,Streaming link,Streaming link,Japan,1 966,Hiroshi Teshigahara,yes,2h 4m,Drama | Science Fiction,IMDB,7.9,"A businessman with a disfigured face obtains a lifelike mask from his doctor, but the mask starts altering his personality.",Japanese,116,1966-07-15,,,The Face of Another,
The Sword of Doom,Streaming link,,Japan,1 966,Kihachi Okamoto,yes,2h 2m,Action | Drama,IMDB,7.7,"Ryunosuke, a gifted swordsman plying his trade during the turbulent final days of Shogunate rule, has no moral code and kills without remorse. It’s a way of life that leads to madness.",Japanese,106,1966-02-25,,,The Sword of Doom,
Tokyo Drifter,Streaming link,,Japan,1 966,Seijun Suzuki,yes,1h 23m,Action | Crime,IMDB,7.2,"After yakuza boss Kurata dissolves his own criminal empire, a rival kingpin offers a position to Kurata's top operative, Tetsuya ""Phoenix Tetsu"" Hondo. When the fiercely loyal Tetsu declines, Otsuka taps unstoppable Tatsuzo the ""Viper"", a ruthless gun-for-hire, to assassinate him. As the Viper trails his target through the countryside, the agile Phoenix Tetsu grows concerned that one of his former associates has betrayed him.",Japanese,92,1966-04-10,,,Tokyo Drifter,
A Fugitive from the Past,Streaming link,,Japan,1 965,Tomu Uchida,yes,3h 3m,Crime | Drama | Mystery,IMDB,7.6,"Three robbers escape with loot from a heist before one of them shoots the others. Their corpses wash up near the aftermath of a maritime calamity, provoking a policeman's interest.",Japanese,21,1965-01-15,,,A Fugitive from the Past,
Red Beard,Streaming link,,Japan,1 965,Akira Kurosawa,yes,3h 5m,Drama,IMDB,8.1,"Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard. Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute rescued from a local brothel.",Japanese,169,1965-04-03,"What is the key to life - power, prestige or peace?",,Red Beard,
Onibaba,Streaming link,,Japan,1 964,Kaneto Shindō,yes,1h 45m,Drama | Horror,IMDB,7.8,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",Japanese,188,1964-11-21,The most daring film import ever ... from Japan!,,Onibaba,
Three Outlaw Samurai,Streaming link,,Japan,1 964,Hideo Gosha,yes,1h 33m,Action | Drama,IMDB,7.6,"Shiba, a wandering ronin, encounters a band of peasants who have kidnapped the daughter of their dictatorial magistrate, in hopes of coercing from him a reduction in taxes. Shiba takes up their fight, joined by two renegades from the magistrate's guard, Sakura and Kikyo. The three outlaws find themselves in a battle to the death.",Japanese,46,1964-05-13,One...two...three Samurai filling the giant screen with flashing swordplay,,Three Outlaw Samurai,
Woman in the Dunes,Streaming link,,Japan,1 964,Hiroshi Teshigahara,yes,2h 27m,Drama | Thriller,IMDB,8.3,An entomologist suffers extreme psychological and sexual torture after being taken captive by the residents of a poor seaside village.,Japanese,208,1964-02-15,Haunting. Erotic. Unforgettable.,,Woman in the Dunes,
Yearning,Streaming link,,Japan,1 964,Mikio Naruse,yes,1h 22m,Documentary | Drama,IMDB,7.3,"A European director is commissioned to make a documentary about Istanbul. He starts to film its everyday life - but soon becomes drawn to the darker, more mysterious side of the city - its past, its secrets, its ghosts. Gradually he succumbs to obsession.",German | Turkish,4,2015-10-07,A European documentary about Istanbul.,,Yearning,Yearning
An Actor's Revenge,Streaming link,,Japan,1 963,Kon Ichikawa,yes,1h 53m,Drama,IMDB,6.6,"While performing in a touring kabuki troupe, leading female impersonator Yukinojo comes across the three men who drove his parents to suicide twenty years earlier, and plans his revenge, firstly by seducing the daughter of one of them, secondly by ruining them...",Japanese,29,1963-01-13,,,An Actor's Revenge,
High and Low,Streaming link,,Japan,1 963,Akira Kurosawa,yes,1h 26m,Action | Comedy | Crime,IMDB,6.3,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,English,27,2001-07-16,They're not bad girls. They're just behaving that way.,,High Heels and Low Lifes,High Heels and Low Lifes
She and He,Streaming link,,Japan,1 963,Susumu Hani,yes,1h 49m,Drama,IMDB,5.8,"As her husband Eiichi becomes more entangled in his life as businessman, Naoko looks for ways to expand her own life even as her husband's life shrinks in scope and intimacy. She finds new interests, new love, and a greater sense of her place in the world.",Japanese,4,1963-10-18,,,She and He,
An Autumn Afternoon,Streaming link,,Japan,1 962,Yasujirō Ozu,yes,0h 4m,Thriller,IMDB,0.0,A woman is stalked by a mysterious hooded spectre. An Autumnal homage to and inspired by Meshes of the Afternoon by Maya Deren.,,,2016-08-01,,,Meshes of an Autumn Afternoon,Meshes of an Autumn Afternoon
Pitfall,Streaming link,,Japan,1 962,Hiroshi Teshigahara,yes,1h 26m,Crime | Drama | Thriller,IMDB,6.8,"An insurance man's affair with a blonde leads to guilt, murder and a confession to his wife.",English,34,1948-08-11,A man can be as strong as steel...but somewhere there's a woman who'll break him!,,Pitfall,Pitfall
Sanjuro,Streaming link,,Japan,1 962,Akira Kurosawa,yes,0h 35m,Documentary,,0.0,"Documentary made by Toho for the Masterworks reissue of all of its Kurosawa films. This one focuses on ""Sanjuro"" (1962).",Japanese,,2002-10-25,,,Akira Kurosawa: It Is Wonderful to Create: Sanjuro,Akira Kurosawa: It Is Wonderful to Create: Sanjuro
The Human Condition : A Soldier's Prayer,Streaming link,,Japan,1 961,Masaki Kobayashi,yes,,,,,,,,,,,,
Yojimbo,Streaming link,,Japan,1 961,Akira Kurosawa,yes,1h 50m,Drama | Thriller,IMDB,8.2,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",Japanese,816,1961-04-25,Better if all these men were dead. Think about it!,Sanjuro Collection,Yojimbo,
The Bad Sleep Well,Streaming link,,Japan,1 960,Akira Kurosawa,yes,0h 33m,Documentary,,0.0,"Documentary made by Toho for the Masterworks reissue of all of its Kurosawa films. This one focuses on ""The Bad Sleep Well"" (1960).",Japanese,,2002-10-25,,,Akira Kurosawa: It Is Wonderful to Create: The Bad Sleep Well,Akira Kurosawa: It Is Wonderful to Create: The Bad Sleep Well
The Naked Island,Streaming link,,Japan,1 960,Kaneto Shindō,yes,0h 18m,Documentary,,0.0,"A interview with film scholar Akira Mizuta Lippit, who discusses Japanese cinema, its filmmakers, and the social and political climate of this time period for film. Akira also talks about the production history of 'The Naked Island', as well as the life and career of Shindo.",,,2016-05-26,,,Akira Mizuta Lippit on The Naked Island,Akira Mizuta Lippit on The Naked Island
When a Woman Ascends the Stairs,Streaming link,Streaming link,Japan,1 960,Mikio Naruse,yes,1h 51m,Drama,IMDB,8.1,"Keiko, whom everyone calls Mama, narrates her story: she's a hostess on the Ginza, 30, a widow. She describes life's vicious cycle: acting cheerful around drunks, dressing and living well to convey confidence, needing money for these expenses and for her demanding mother and brother, and knowing she's growing older. She's of an age when she must choose: to seek marriage (difficult given her tarnished occupation), to be a kept woman, or to borrow money to buy a bar of her own. Each route has dangers, including investors demanding a return on their loans. Keiko has a quiet dignity that attracts men, but are they what they seem? Does she actually have choices?",Japanese,48,1960-01-15,,,When a Woman Ascends the Stairs,
Fires on the Plain,Streaming link,,Japan,1 959,Kon Ichikawa,yes,1h 48m,Drama | War,IMDB,7.7,In the closing days of WWII remnants of the Japanese army in Leyte are abandoned by their command and face certain starvation.,Japanese,53,1959-11-03,,,Fires on the Plain,
Good Morning,Streaming link,,Japan,1 959,Yasujirō Ozu,yes,2h 1m,Comedy | Drama | War,IMDB,7.4,"Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",English,1656,1987-12-23,Time to rock it from the Delta to the DMZ!,,"Good Morning, Vietnam","Good Morning, Vietnam"
The Human Condition : No Greater Love,Streaming link,,Japan,1 959,Masaki Kobayashi,yes,,,,,,,,,,,,
The Human Condition : Road to Eternity,Streaming link,,Japan,1 959,Masaki Kobayashi,yes,,,,,,,,,,,,
Underworld Beauty,Streaming link,,Japan,1 958,Seijun Suzuki,yes,1h 27m,Crime | Drama,IMDB,4.9,"The moment he's released from prison, the honorable gangster Miyamoto recovers the stolen diamonds he had stashed before getting pinched. When he returns to his haunt to make good by friend who took a bullet for him, he is diverted by the greedy boss Oyane and his insatiable taste for Miyamoto's precious stones. Replete with film noir style, ""Underworld Beauty"" is one of Suzuki's best nods to the American gangster genre.",Japanese,9,1958-03-25,,,Underworld Beauty,
Throne of Blood,Streaming link,,Japan,1 957,Akira Kurosawa,yes,0h 23m,Documentary,,0.0,"Documentary made by Toho for the  Masterworks reissue of all of its Kurosawa films. This one focuses on ""Throne of Blood"" (1957).",Japanese,,2002-10-25,,,Akira Kurosawa: It Is Wonderful to Create: Throne of Blood,Akira Kurosawa: It Is Wonderful to Create: Throne of Blood
Tokyo Twilight,Streaming link,,Japan,1 957,Yasujirō Ozu,yes,1h 16m,Documentary,,0.0,A virtual tour of Tokyo by helicopter. Very beautiful and very professional photography twilight and night Tokyo from the air. The film can be seen as a documentary or use for relaxation. Have a nice trip!,Japanese,,2008-11-05,,,Virtual Trip: Tokyo Twilight from the Air,Virtual Trip: Tokyo Twilight from the Air
Street of Shame,Streaming link,,Japan,1 956,Kenji Mizoguchi,yes,1h 27m,Drama,IMDB,7.6,The personal tales of various sex workers who occupy a Japanese brothel.,Japanese,65,1956-03-18,Men were their prey! Beauty was their lure!,,Street of Shame,
The Burmese Harp,Streaming link,,Japan,1 956,Kon Ichikawa,yes,1h 56m,Drama | Music | War,IMDB,8.0,"In the War's closing days, when a conscience-driven Japanese soldier fails to get his countrymen to surrender to overwhelming force, he adopts the lifestyle of a Buddhist monk.",English | Japanese,84,1956-01-21,,,The Burmese Harp,
Floating Clouds,Streaming link,,Japan,1 955,Mikio Naruse,yes,2h 3m,Drama | Romance,IMDB,7.8,"A married Japanese forester during WWII is sent to Indochina to manage forests. He meets a young Japanese typist and promises to leave his wife. He doesn't and after the war, she turns up and the affair resumes.",Japanese,53,1955-01-15,,,Floating Clouds,
I Live in Fear,Streaming link,,Japan,1 955,Akira Kurosawa,yes,1h 43m,Drama,IMDB,7.2,"Kiichi Nakajima, an elderly foundry owner convinced that Japan will be affected by an imminent nuclear war, resolves to move his family to safety in Brazil. His family decides to have him ruled incompetent and Dr. Harada, a Domestic Court counselor, attempts to arbitrate.",Japanese,57,1955-11-22,,,I Live in Fear,
Samurai I Musashi Miyamoto,Streaming link,,Japan,1 954,Hiroshi Inagaki,yes,,,,,,,,,,,,
Sansho the Bailiff,Streaming link,,Japan,1 954,Kenji Mizoguchi,yes,2h 4m,Drama,IMDB,8.4,"In medieval Japan a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",Japanese,186,1954-03-31,A film of unparalleled beauty by the great Japanese Master Kenji Mizoguchi,,Sansho the Bailiff,
Sound of the Mountain,Streaming link,,Japan,1 954,Mikio Naruse,yes,1h 36m,Drama,IMDB,7.4,An ingratiating bride develops warm ties to her father-in-law while her cold husband blithely slights her for another woman.,Japanese,31,1954-01-15,,,Sound of the Mountain,
The Crucified Lovers,Streaming link,,Japan,1 954,Kenji Mizoguchi,yes,1h 42m,Drama | Romance,IMDB,7.7,"In 17th century Kyoto, Osan is married to Ishun, a wealthy miserly scroll-maker. When Osan is falsely accused of having an affair with the best worker, Mohei, the pair flee the city and declare their love for each other. Ishun orders his men to find them, and separate them to avoid public humiliation.",Japanese,67,1954-11-23,The tortured heart behind the cultivated image.,,The Crucified Lovers,
Twenty-Four Eyes,Streaming link,,Japan,1 954,Keisuke Kinoshita,yes,2h 36m,Drama,IMDB,7.9,Schoolteacher Hisako Oishi struggles to imbue her students with a positive view of the world despite the fact that war is looming.,Japanese,41,1954-09-15,,,Twenty-Four Eyes,
Gate Of Hell,Streaming link,,Japan,1 953,Teinosuke Kinugasa,yes,,,,,,,,,,,,
Tokyo Story,Streaming link,,Japan,1 953,Yasujirō Ozu,yes,0h 2m,,,0.0,"The starting point for this film was the question, “Should I become a parent?” Having come from a troubled home, and never having felt loved by his father, the director wonders what kind of father he would be. Or if he should even become one. A shojo (young girl) gives birth, despite never having given motherhood a thought. Indifferent, she leaves her breasts behind, forcing her son to fend for himself. Desiring love, the man-boy sets out in the sampled city to find his mother, who gives him an icy-cold greeting before self-destructing. These are the experiences of fear, desire and loneliness of young people in Japan. This is their Tokyo Story.",,,2020-03-28,,,Tokyo Story,Tokyo Story
Ugetsu,Streaming link,,Japan,1 953,Kenji Mizoguchi,yes,1h 36m,Drama | Fantasy | Mystery,IMDB,8.2,"In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.",Japanese,298,1953-03-26,,,Ugetsu,
Ikiru,Streaming link,,Japan,1 952,Akira Kurosawa,yes,2h 23m,Drama,IMDB,8.4,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",Japanese,602,1952-10-09,A big story of a little man which will grip your soul ...,,Ikiru,
The Life of Oharu,Streaming link,,Japan,1 952,Kenji Mizoguchi,yes,2h 16m,Drama,IMDB,8.0,Follows a woman's fight and survival amid the vicissitudes of life and the cruelty of the society.,Japanese,104,1952-04-17,,,The Life of Oharu,
Youth of the Son,Streaming link,,Japan,1 952,Masaki Kobayashi,yes,0h 45m,Comedy | Drama,IMDB,6.3,"The story of a father and two teenaged sons, and the rivalry between the two siblings as they begin to discover the attraction of girls.",Japanese,6,1952-06-25,,,Youth of the Son,Musuko no seishun
Early Summer,Streaming link,,Japan,1 951,Yasujirō Ozu,yes,0h 17m,Drama | Romance,IMDB,0.0,Two young Chinese whose lives intersect in Los Angeles at the crossroads of their lives.,English | Mandarin,,2012-11-01,,,An Early Summer,An Early Summer
Repast,Streaming link,,Japan,1 951,Mikio Naruse,yes,0h 3m,,,0.0,"The methodical preparation of a meal. A very precise character — but when it comes to the food, all that meticulous planning goes out the door.",,,,,,A Light Repast,A Light Repast
The Idiot,Streaming link,,Japan,1 951,Akira Kurosawa,yes,1h 33m,,,0.0,"The locals of a small farm town in Kentucky band together to convince Dingus, the village idiot, that he will be competing in the summer Olympic games and that the event will be held in their community of Anvil County, which has a population of 43. He has the support of his sex starved girlfriend Excel, but the town s pretentious Yankee mayor sets a plot against Dingus, and hand picks Alekski The Bear From Belarus Cavalenko as the idiot s wrestling opponent. Can Dingus survive the fight, much less the training?",,,2014-12-02,,,The Idiot,The Idiot
Rashomon,Streaming link,,Japan,1 950,Akira Kurosawa,yes,1h 18m,Western,IMDB,8.0,"The Gunfight at the OK Corral only happened once, but has been tirelessly recreated in films, television shows and western towns ever since. No one has a monopoly on truth, and in Tombstone Rashomon, the truth is shared by six conflicting, yet historical perspectives. In doing so, the film’s narrative becomes prismatic and the result is perhaps the most comprehensive telling of the most important gunfight in American history. This is the Tombstone story told in the style of the Japanese classic Rashomon where we see history from several perspectives including that of Wyatt Earp, Doc Holliday, Kate, Ike Clanton, Colonel Hafford and Johnny Behan.",English,1,2017-04-08,,,Tombstone Rashomon,Tombstone Rashomon
Scandal,Streaming link,,Japan,1 950,Akira Kurosawa,yes,1h 55m,Drama | History | Romance,IMDB,5.9,"An English bon-vivant osteopath is enchanted with a young exotic dancer and invites her to live with him. He serves as friend and mentor, and through his contacts and parties she and her friend meet and date members of the Conservative Party. Eventually a scandal occurs when her affair with the Minister of War goes public, threatening their lifestyles and their freedom.",English,53,1989-03-03,The story that seduced the world is now the most controversial film of the year.,,Scandal,Scandal
Late Spring,Streaming link,,Japan,1 949,Yasujirō Ozu,yes,0h 10m,,,0.0,Not in distribution.,,,2006-01-01,,,Late Spring,Late Spring
Stray Dog,Streaming link,,Japan,1 949,Akira Kurosawa,yes,1h 38m,Documentary | War,IMDB,5.7,"A portrait of Ron ""Stray Dog"" Hall, an aging biker and RV park manager from southern Missouri. A man who has been permanently altered by his tours of duty in Vietnam, who has come to terms with himself and acquired a rare wisdom and patience in the process, and who is now dedicated to helping his friends, his loved ones, and his fellow vets.",English,3,2014-06-13,,,Stray Dog,Stray Dog
The Quiet Duel,Streaming link,,Japan,1 949,Akira Kurosawa,yes,1h 35m,Drama,IMDB,7.4,"Toshirō Mifune plays a young idealistic doctor who works at his father's (Takashi Shimura) clinic in a small and seedy district. During the war, he contracts syphilis from the blood of a patient when he cuts himself during an operation. Treating himself in secret and tormented by his conscience, he rejects his heartbroken fiancée without explanation.",Japanese,34,1949-03-19,,,The Quiet Duel,
A Hen in the Wind,Streaming link,,Japan,1 948,Yasujirō Ozu,yes,1h 24m,Drama,IMDB,7.2,"Tokiko is a mother patiently waiting for her husband's return from the war when her 4-year old son becomes ill. She takes him to the doctor for treatment but has no way of paying. She resorts to prostitution. One month later her husband returns from WWII to find his desperate wife, who tells him the truth. Together they must deal with the consequences.",Japanese,14,1948-09-17,,,A Hen in the Wind,
One Wonderful Sunday,Streaming link,,Japan,1 947,Akira Kurosawa,yes,1h 48m,Comedy | Drama | Romance,IMDB,7.3,"Yuzo and his fiancée Masako spend their Sunday afternoon together, trying to have a good time on just thirty-five yen. They manage to have many small adventures, especially because Masako's optimism and belief in dreams is able to lift Yuzo from his realistic despair.",Japanese,38,1947-07-01,,,One Wonderful Sunday,
No Regrets for Our Youth,Streaming link,,Japan,1 946,Akira Kurosawa,yes,1h 50m,Drama,IMDB,6.9,"Yukie, the well-bred daughter of a university professor, is shocked when her father is relieved of his post for his political teachings during a purge of anti-militarism in pre-war Kyoto. Years go by as she is courted by two of her father's former students; one a fiery leftist, the other more moderate and equable.",Japanese,37,1946-10-29,,,No Regrets for Our Youth,
The Story of the Last Chrysanthemum,Streaming link,,Japan,1 939,Kenji Mizoguchi,yes,2h 24m,Drama | Romance,IMDB,8.0,"In late 19th century Tokyo, Kikunosuke Onoue, the adopted son of a legendary actor, himself an actor specializing in female roles, discovers that he is only praised for his acting due to his status as his father's heir. Devastated by this, he turns to Otoku, a servant of his family, for comfort, and they fall in love. Kikunosuke becomes determined to leave home and develop as an actor on his own merits, and Otoku faithfully follows him.",Japanese,54,1939-10-13,,,The Story of the Last Chrysanthemum,
Humanity And Paper Balloons,Streaming link,,Japan,1 937,Sadao Yamanaka,yes,,,,,,,,,,,,
Mr. Thank You,Streaming link,,Japan,1 936,Hiroshi Shimizu,yes,1h 18m,Drama,IMDB,7.0,Japanese film about a friendly bus driver and his passengers over the duration of one journey through the mountains to the nearest train station.,Japanese,14,1936-02-27,,,Mr. Thank You,
Sisters of the Gion,Streaming link,,Japan,1 936,Kenji Mizoguchi,yes,1h 9m,Drama,IMDB,7.3,"Umekichi, a geisha in the Gion district of Kyoto, feels obliged to help her lover Furusawa when he asks to stay with her after becoming bankrupt and leaving his wife. However her younger sister Omocha tells her she is wasting her time and money on a loser. She thinks that they should both find wealthy patrons to support them. Omocha therefore tries various schemes to get rid of Furusawa, and set themselves up with better patrons.",Japanese,34,1936-10-15,,,Sisters of the Gion,
The Pot Worth A Million Ryo,Streaming link,,Japan,1 935,Sadao Yamanaka,yes,,,,,,,,,,,,
The Unknown Girl,Streaming link,,Belgium,2 016,Dardenne Brothers,yes,1h 46m,Crime | Drama | Thriller,IMDB,6.1,"Jenny, a young doctor who feels guilty after a young woman she refused to see winds up dead a few days later, decides to find out who the girl was, after the police can't identify the young woman.",French,206,2016-10-05,,,The Unknown Girl,La Fille inconnue
The Rebirth,Streaming link,,Japan,2 007,Masahiro Kobayashi,yes,1h 36m,Horror,IMDB,4.2,"When a group of people from different walks of life converge in a Hungarian castle situated in Budapest which has been sealed for 500 years, they bring with them a werewolf which slowly begins to cut their numbers down.",English | German | Hungarian,46,1989-01-01,The beast returns!,The Howling Collection,Howling V: The Rebirth,Howling V: The Rebirth
Sacro GRA,Streaming link,,Italy,2 013,Gianfranco Rosi,yes,1h 33m,Documentary,IMDB,6.1,"After the India of Varanasi’s boatmen, the American desert of the dropouts, and the Mexico of the killers of drugtrade, Gianfranco Rosi has decided to tell the tale of a part of his own country, roaming and filming for over two years in a minivan on Rome’s giant ring road—the Grande Raccordo Anulare, or GRA—to discover the invisible worlds and possible futures harbored in this area of constant turmoil. Elusive characters and fleeting apparitions emerge from the background of the winding zone: a nobleman from the Piemonte region and his college student daughter sharing a one-room efficiency in a modern apartment building along the GRA.",Italian,48,2013-09-19,Tales from Rome's Ring Road,,Sacro GRA,Sacro GRA
The Second Night,Streaming link,,Belgium,2 016,Eric Pauwels,yes,,Comedy,IMDB,5.8,,Spanish,17,2001-09-23,,,The Second Night,La segunda noche
